map_id	positions	path	name	passive_ids	special_objects	object_classes	dungeons	known_dungeon_53
3010	4	map/OuterWall/n3006.map	PVP无名	[319 320 321 322 323 770 771]	object=771 -> monster=260 level=30 ref=MapObject/BreakableObject/OuterWallLongPot.obj	presentation=5/declared=3/scripted=0/other=0	dungeon=21(ownership)	false
3014	4	map/OuterWall/n3010.map	PVP无名	[318 319 320 321 322 323 770 771]	object=771 -> monster=260 level=30 ref=MapObject/BreakableObject/OuterWallLongPot.obj; object=771 -> monster=260 level=30 ref=MapObject/BreakableObject/OuterWallLongPot.obj	presentation=5/declared=4/scripted=0/other=0	dungeon=21(ownership)	false
3229	4	map/Jungle/n3211(2,1).map	PVP无名	[325 326 327 328 329 330 1006]	object=773 -> monster=50000 level=31 ref=MapObject/BreakableObject/JungleLongPot.obj	presentation=5/declared=4/scripted=0/other=0	dungeon=22(ownership)	false
3230	4	map/Jungle/n3212(2,1).map	PVP无名	[325 326 327 328 329 330 1006 1007]	object=773 -> monster=50000 level=31 ref=MapObject/BreakableObject/JungleLongPot.obj	presentation=5/declared=6/scripted=0/other=0	dungeon=22(ownership)	false
3235	4	map/Jungle/n3217(1,5).map	PVP无名	[325 326 327 328 329 330 1007]	object=773 -> monster=50000 level=31 ref=MapObject/BreakableObject/JungleLongPot.obj	presentation=5/declared=4/scripted=0/other=0	dungeon=22(ownership)	false
3244	4	map/Jungle/h3202(0,0).map	PVP无名	[324 326 327 328 329 330 1007]	object=773 -> monster=500 level=31 ref=MapObject/BreakableObject/JungleLongPot.obj	presentation=5/declared=4/scripted=0/other=0	dungeon=22(ownership)	false
3246	4	map/Jungle/h3204(3,0).map	PVP无名	[324 326 327 328 329 330 1023]	object=773 -> monster=500 level=31 ref=MapObject/BreakableObject/JungleLongPot.obj	presentation=5/declared=5/scripted=0/other=0	dungeon=22(ownership)	false
3248	4	map/Jungle/h3206(0,6).map	PVP无名	[324 326 327 328 329 330 772 1007 1023]	object=773 -> monster=500 level=31 ref=MapObject/BreakableObject/JungleLongPot.obj	presentation=5/declared=7/scripted=0/other=0	dungeon=22(ownership)	false
3251	4	map/Jungle/b3202(3,0).map	PVP无名	[324 326 327 328 329 330 1023]	object=773 -> monster=500 level=31 ref=MapObject/BreakableObject/JungleLongPot.obj	presentation=5/declared=5/scripted=0/other=0	dungeon=22(ownership)	false
3252	4	map/Jungle/b3203(0,6).map	PVP无名	[324 326 327 328 329 330 772 1023]	object=773 -> monster=500 level=31 ref=MapObject/BreakableObject/JungleLongPot.obj	presentation=5/declared=6/scripted=0/other=0	dungeon=22(ownership)	false
3255	4	map/Jungle/q3201.map	PVP无名	[324 326 327 328 329 330 1007 1023]	object=773 -> monster=500 level=31 ref=MapObject/BreakableObject/JungleLongPot.obj; object=773 -> monster=500 level=31 ref=MapObject/BreakableObject/JungleLongPot.obj	presentation=5/declared=5/scripted=0/other=0		false
3403	4	map/Darkhell/e3401.map	PVP无名	[331 333 334 335 336 337 774]	object=775 -> monster=602 level=32 ref=MapObject/BreakableObject/DarkhellLongPot.obj	presentation=5/declared=3/scripted=0/other=0	dungeon=23(ownership)	false
3405	4	map/Darkhell/e3403.map	PVP无名	[331 333 334 335 336 337 1023]	object=775 -> monster=602 level=32 ref=MapObject/BreakableObject/DarkhellLongPot.obj	presentation=5/declared=3/scripted=0/other=0	dungeon=23(ownership)	false
3409	4	map/Darkhell/n3403.map	PVP无名	[331 332 333 334 335 336 337 774 775]	object=775 -> monster=200 level=32 ref=MapObject/BreakableObject/DarkhellLongPot.obj; object=775 -> monster=252 level=32 ref=MapObject/BreakableObject/DarkhellLongPot.obj; object=775 -> monster=602 level=32 ref=MapObject/BreakableObject/DarkhellLongPot.obj	presentation=5/declared=4/scripted=0/other=0	dungeon=23(ownership)	false
3411	4	map/Darkhell/n3405.map	PVP无名	[332 333 334 335 336 337 1023]	object=775 -> monster=602 level=32 ref=MapObject/BreakableObject/DarkhellLongPot.obj	presentation=5/declared=3/scripted=0/other=0	dungeon=23(ownership)	false
3415	4	map/Darkhell/h3401.map	PVP无名	[331 332 333 334 335 336 337]	object=775 -> monster=602 level=32 ref=MapObject/BreakableObject/DarkhellLongPot.obj	presentation=5/declared=4/scripted=0/other=0	dungeon=23(ownership)	false
3418	4	map/Darkhell/h3404.map	PVP无名	[333 334 335 336 337 1023]	object=775 -> monster=252 level=32 ref=MapObject/BreakableObject/DarkhellLongPot.obj	presentation=5/declared=2/scripted=1/other=0	dungeon=23(ownership)	false
3419	4	map/Darkhell/h3405.map	PVP无名	[333 334 335 336 337 775 1023]	object=775 -> monster=252 level=32 ref=MapObject/BreakableObject/DarkhellLongPot.obj; object=775 -> monster=252 level=32 ref=MapObject/BreakableObject/DarkhellLongPot.obj	presentation=5/declared=2/scripted=0/other=0	dungeon=23(ownership)	false
3421	4	map/Darkhell/h3407.map	PVP无名	[333 334 335 336 337 774]	object=775 -> monster=602 level=32 ref=MapObject/BreakableObject/DarkhellLongPot.obj	presentation=5/declared=2/scripted=1/other=0	dungeon=23(ownership)	false
3425	4	map/Darkhell/q3401.map	PVP无名	[333 334 335 336 337 775 1023]	object=775 -> monster=252 level=32 ref=MapObject/BreakableObject/DarkhellLongPot.obj; object=775 -> monster=252 level=32 ref=MapObject/BreakableObject/DarkhellLongPot.obj	presentation=5/declared=3/scripted=0/other=0		false
3622	4	map/WhiteNight/n3603(1,3).map	PVP无名	[701 702 703 704 705 706 776 1071]	object=777 -> monster=263 level=35 ref=MapObject/BreakableObject/WhiteNightLongPot.obj	presentation=5/declared=5/scripted=0/other=0	dungeon=24(ownership)	false
3635	4	map/WhiteNight/h3609(0,2).map	PVP无名	[701 702 703 704 705 706]	object=777 -> monster=260 level=35 ref=MapObject/BreakableObject/WhiteNightLongPot.obj; object=777 -> monster=260 level=35 ref=MapObject/BreakableObject/WhiteNightLongPot.obj	presentation=5/declared=2/scripted=0/other=0	dungeon=24(ownership)	false
3805	4	map/1stBackbone/n3801(0,1).map	PVP无名	[709 710 711 712 713 778 1032]	object=779 -> monster=250 level=34 ref=MapObject/BreakableObject/1stBackboneLongPot.obj; object=779 -> monster=250 level=34 ref=MapObject/BreakableObject/1stBackboneLongPot.obj	presentation=5/declared=3/scripted=0/other=0	dungeon=25(ownership)	false
3806	4	map/1stBackbone/n3802(0,2).map	PVP无名	[709 710 711 712 713]	object=779 -> monster=250 level=34 ref=MapObject/BreakableObject/1stBackboneLongPot.obj; object=779 -> monster=250 level=34 ref=MapObject/BreakableObject/1stBackboneLongPot.obj; object=779 -> monster=252 level=34 ref=MapObject/BreakableObject/1stBackboneLongPot.obj; object=779 -> monster=252 level=34 ref=MapObject/BreakableObject/1stBackboneLongPot.obj	presentation=5/declared=1/scripted=1/other=0	dungeon=25(ownership)	false
3808	4	map/1stBackbone/n3804(1,3).map	PVP无名	[707 709 710 711 712 713]	object=779 -> monster=250 level=35 ref=MapObject/BreakableObject/1stBackboneLongPot.obj; object=779 -> monster=250 level=35 ref=MapObject/BreakableObject/1stBackboneLongPot.obj	presentation=5/declared=3/scripted=0/other=0	dungeon=25(ownership)	false
3811	4	map/1stBackbone/h3801(3,2).map	PVP无名	[709 710 711 712 713]	object=779 -> monster=250 level=35 ref=MapObject/BreakableObject/1stBackboneLongPot.obj; object=779 -> monster=250 level=35 ref=MapObject/BreakableObject/1stBackboneLongPot.obj; object=779 -> monster=250 level=35 ref=MapObject/BreakableObject/1stBackboneLongPot.obj; object=779 -> monster=250 level=35 ref=MapObject/BreakableObject/1stBackboneLongPot.obj; object=779 -> monster=253 level=35 ref=MapObject/BreakableObject/1stBackboneLongPot.obj; object=779 -> monster=253 level=35 ref=MapObject/BreakableObject/1stBackboneLongPot.obj; object=779 -> monster=253 level=35 ref=MapObject/BreakableObject/1stBackboneLongPot.obj	presentation=5/declared=1/scripted=0/other=0	dungeon=25(ownership)	false
3814	4	map/1stBackbone/h3804(1,1).map	PVP无名	[708 709 710 711 712 713]	object=779 -> monster=250 level=35 ref=MapObject/BreakableObject/1stBackboneLongPot.obj; object=779 -> monster=250 level=35 ref=MapObject/BreakableObject/1stBackboneLongPot.obj	presentation=5/declared=3/scripted=0/other=0	dungeon=25(ownership)	false
3815	4	map/1stBackbone/h3805(2,2).map	PVP无名	[707 709 710 711 712 713]	object=779 -> monster=250 level=35 ref=MapObject/BreakableObject/1stBackboneLongPot.obj; object=779 -> monster=250 level=35 ref=MapObject/BreakableObject/1stBackboneLongPot.obj	presentation=5/declared=3/scripted=1/other=0	dungeon=25(ownership)	false
3821	4	map/1stBackbone/apc(2,0).map	PVP无名	[708 709 710 711 712 713 779]	object=779 -> monster=260 level=34 ref=MapObject/BreakableObject/1stBackboneLongPot.obj	presentation=5/declared=2/scripted=0/other=0	dungeon=25 maze=1 (1,3) spec:map; dungeon=25(ownership)	false
4030	4	map/2ndBackbone/h4001.map	PVP无名	[714 716 717 718 719 720 770]	object=300 -> monster=201 level=37 ref=MapObject/BreakableObject/CollectionBoxForLotus.obj; object=300 -> monster=201 level=37 ref=MapObject/BreakableObject/CollectionBoxForLotus.obj; object=300 -> monster=273 level=37 ref=MapObject/BreakableObject/CollectionBoxForLotus.obj; object=300 -> monster=273 level=37 ref=MapObject/BreakableObject/CollectionBoxForLotus.obj	presentation=5/declared=5/scripted=0/other=0	dungeon=26(ownership)	false
4201	4	map/ShallowKeep/s4201.map	PVP无名	[805 810 812 813 814]	object=815 -> monster=403 level=39 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj	presentation=0/declared=7/scripted=0/other=0	dungeon=31(ownership)	false
4202	4	map/ShallowKeep/s4202.map	PVP无名	[804 810]	object=815 -> monster=403 level=39 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj	presentation=0/declared=4/scripted=0/other=0	dungeon=31(ownership)	false
4203	4	map/ShallowKeep/e4201(1,3).map	PVP无名	[805 810 812 814]	object=815 -> monster=403 level=39 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj	presentation=0/declared=5/scripted=0/other=0	dungeon=31 maze=1 (2,3) spec:map; dungeon=31(ownership)	false
4204	4	map/ShallowKeep/e4202(2,3).map	PVP无名	[804 805 810 814]	object=815 -> monster=403 level=39 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=404 level=39 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj	presentation=0/declared=5/scripted=0/other=0	dungeon=31 maze=1 (2,3) spec:map; dungeon=31(ownership)	false
4206	4	map/ShallowKeep/n4202(2,3).map	PVP无名	[805]	object=815 -> monster=403 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj	presentation=0/declared=3/scripted=0/other=0	dungeon=31 maze=1 (2,3) spec:map; dungeon=31(ownership)	false
4207	4	map/ShallowKeep/n4203(0,3).map	PVP无名	[804 812 813 814]	object=815 -> monster=403 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=404 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj	presentation=0/declared=6/scripted=0/other=0	dungeon=31(ownership)	false
4208	4	map/ShallowKeep/n4204(3,3).map	PVP无名	[805 813 815]	object=815 -> monster=403 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=403 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=403 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=403 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj	presentation=0/declared=3/scripted=0/other=0	dungeon=31(ownership)	false
4212	4	map/ShallowKeep/n4208(3,2).map	PVP无名	[804 813 814]	object=815 -> monster=403 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj	presentation=0/declared=6/scripted=0/other=0	dungeon=31(ownership)	false
4213	4	map/ShallowKeep/n4209(0,1).map	PVP无名	[812 813 814]	object=815 -> monster=600 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj	presentation=0/declared=5/scripted=0/other=0	dungeon=31(ownership)	false
4214	4	map/ShallowKeep/n4210(0,1).map	PVP无名	[812 813 814]	object=815 -> monster=600 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj	presentation=0/declared=6/scripted=0/other=0	dungeon=31(ownership)	false
4215	4	map/ShallowKeep/n4211(3,1).map	PVP无名	[813 814]	object=815 -> monster=600 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=600 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj	presentation=0/declared=4/scripted=0/other=0	dungeon=31(ownership)	false
4216	4	map/ShallowKeep/n4212(3,1).map	PVP无名	[]	object=815 -> monster=600 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=600 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=600 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=600 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj	presentation=0/declared=3/scripted=0/other=0	dungeon=31(ownership)	false
4218	4	map/ShallowKeep/n4214(1,1).map	PVP无名	[802 804]	object=815 -> monster=403 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj	presentation=0/declared=3/scripted=0/other=0	dungeon=31(ownership)	false
4220	4	map/ShallowKeep/n4216(2,1).map	PVP无名	[802 804]	object=815 -> monster=404 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj	presentation=0/declared=3/scripted=0/other=0	dungeon=31(ownership)	false
4221	4	map/ShallowKeep/h4201(1,3).map	PVP无名	[805 812 813]	object=815 -> monster=403 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=404 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj	presentation=0/declared=5/scripted=0/other=0	dungeon=31(ownership)	false
4222	4	map/ShallowKeep/h4202(2,3).map	PVP无名	[805 812 813 814]	object=815 -> monster=403 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=404 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj	presentation=0/declared=6/scripted=0/other=0	dungeon=31 maze=1 (2,3) spec:map; dungeon=31(ownership)	false
4223	4	map/ShallowKeep/h4203(0,3).map	PVP无名	[805 811 813]	object=815 -> monster=403 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=403 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=403 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj	presentation=0/declared=6/scripted=0/other=0	dungeon=31(ownership)	false
4224	4	map/ShallowKeep/h4204(3,3).map	PVP无名	[804 811 812]	object=815 -> monster=403 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=403 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=404 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=404 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj	presentation=0/declared=6/scripted=0/other=0	dungeon=31(ownership)	false
4225	4	map/ShallowKeep/h4205(0,4).map	PVP无名	[804 811 813 814]	object=815 -> monster=403 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=403 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=404 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj	presentation=0/declared=7/scripted=0/other=0	dungeon=31(ownership)	false
4226	4	map/ShallowKeep/h4206(1,4).map	PVP无名	[804 805]	object=815 -> monster=403 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=403 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=403 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=403 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=403 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=403 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj	presentation=0/declared=5/scripted=0/other=0	dungeon=31(ownership)	false
4227	4	map/ShallowKeep/h4207(2,4).map	PVP无名	[804 805 813]	object=815 -> monster=403 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=403 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=403 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj	presentation=0/declared=6/scripted=0/other=0	dungeon=31(ownership)	false
4228	4	map/ShallowKeep/h4208(3,4).map	PVP无名	[805 811 812 813 814]	object=815 -> monster=403 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=403 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj	presentation=0/declared=8/scripted=0/other=0	dungeon=31(ownership)	false
4229	4	map/ShallowKeep/h4209(1,0).map	PVP无名	[805]	object=815 -> monster=403 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=404 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj	presentation=0/declared=3/scripted=0/other=0	dungeon=31 maze=1 (1,0) spec:map; dungeon=31 maze=1 (2,0) spec:map; dungeon=31(ownership)	false
4231	4	map/ShallowKeep/h4211(2,0).map	PVP无名	[804]	object=815 -> monster=403 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=403 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=600 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=602 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj	presentation=0/declared=2/scripted=0/other=0	dungeon=31 maze=1 (1,0) spec:map; dungeon=31 maze=1 (2,0) spec:map; dungeon=31(ownership)	false
4232	4	map/ShallowKeep/h4212(2,0).map	PVP无名	[805]	object=815 -> monster=403 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj	presentation=0/declared=3/scripted=0/other=0	dungeon=31 maze=1 (2,0) spec:map; dungeon=31(ownership)	false
4233	4	map/ShallowKeep/h4213(0,0).map	PVP无名	[802 804 813]	object=815 -> monster=403 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=403 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=404 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj	presentation=0/declared=7/scripted=0/other=0	dungeon=31(ownership)	false
4234	4	map/ShallowKeep/h4214(3,0).map	PVP无名	[805 813]	object=815 -> monster=403 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=403 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=404 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj	presentation=0/declared=7/scripted=0/other=0	dungeon=31(ownership)	false
4235	4	map/ShallowKeep/b4201.map	PVP无名	[804 812 813]	object=815 -> monster=403 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=403 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=404 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj	presentation=0/declared=7/scripted=0/other=0	dungeon=31(ownership)	false
4236	4	map/ShallowKeep/b4202.map	PVP无名	[805 812 813]	object=815 -> monster=600 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=600 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=600 level=40 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj	presentation=0/declared=7/scripted=0/other=0	dungeon=31(ownership)	false
4401	4	map/MarpissaLair/s4401.map	PVP无名	[109006924]	object=109006930 -> monster=403 level=41 ref=ActionObject/Map/Cataclysm/Alflaylah/MarpissaLair/Coffin/SC_Coffin.obj	presentation=0/declared=0/scripted=3/other=0	dungeon=32(ownership)	false
4403	4	map/MarpissaLair/e4401.map	PVP无名	[805 821 822]	object=815 -> monster=403 level=41 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj	presentation=0/declared=4/scripted=0/other=0	dungeon=32(ownership)	false
4404	4	map/MarpissaLair/e4402.map	PVP无名	[805 821]	object=815 -> monster=403 level=41 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=403 level=41 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj	presentation=0/declared=3/scripted=0/other=0	dungeon=32(ownership)	false
4408	4	map/MarpissaLair/n4404(3,1).map	PVP无名	[109006923]	object=109006930 -> monster=420 level=41 ref=ActionObject/Map/Cataclysm/Alflaylah/MarpissaLair/Coffin/SC_Coffin.obj	presentation=0/declared=0/scripted=2/other=0	dungeon=32 maze=1 (3,0) spec:map; dungeon=32 maze=1 (3,1) spec:map; dungeon=32(ownership)	false
4410	4	map/MarpissaLair/n4406(2,2).map	PVP无名	[109006923]	object=109006930 -> monster=403 level=41 ref=ActionObject/Map/Cataclysm/Alflaylah/MarpissaLair/Coffin/SC_Coffin.obj	presentation=0/declared=1/scripted=2/other=0	dungeon=32 maze=1 (2,2) spec:map; dungeon=32(ownership)	false
4411	4	map/MarpissaLair/n4407(3,2).map	PVP无名	[109006923]	object=109006930 -> monster=403 level=41 ref=ActionObject/Map/Cataclysm/Alflaylah/MarpissaLair/Coffin/SC_Coffin.obj; object=109006930 -> monster=403 level=41 ref=ActionObject/Map/Cataclysm/Alflaylah/MarpissaLair/Coffin/SC_Coffin.obj; object=109006930 -> monster=403 level=41 ref=ActionObject/Map/Cataclysm/Alflaylah/MarpissaLair/Coffin/SC_Coffin.obj	presentation=0/declared=1/scripted=2/other=0	dungeon=32(ownership)	false
4412	4	map/MarpissaLair/n4408(3,3).map	PVP无名	[823]	object=109006930 -> monster=403 level=42 ref=ActionObject/Map/Cataclysm/Alflaylah/MarpissaLair/Coffin/SC_Coffin.obj; object=109006930 -> monster=403 level=42 ref=ActionObject/Map/Cataclysm/Alflaylah/MarpissaLair/Coffin/SC_Coffin.obj	presentation=0/declared=1/scripted=2/other=0	dungeon=32(ownership)	false
4413	4	map/MarpissaLair/h4401(4,2).map	PVP无名	[819 109006923]	object=109006930 -> monster=403 level=42 ref=ActionObject/Map/Cataclysm/Alflaylah/MarpissaLair/Coffin/SC_Coffin.obj; object=109006930 -> monster=403 level=42 ref=ActionObject/Map/Cataclysm/Alflaylah/MarpissaLair/Coffin/SC_Coffin.obj	presentation=0/declared=1/scripted=4/other=0	dungeon=32 maze=1 (3,4) spec:map; dungeon=32 maze=1 (4,2) spec:map; dungeon=32(ownership)	false
4414	4	map/MarpissaLair/h4402(4,3).map	PVP无名	[819]	object=109006930 -> monster=420 level=42 ref=ActionObject/Map/Cataclysm/Alflaylah/MarpissaLair/Coffin/SC_Coffin.obj; object=109006930 -> monster=420 level=42 ref=ActionObject/Map/Cataclysm/Alflaylah/MarpissaLair/Coffin/SC_Coffin.obj	presentation=0/declared=1/scripted=3/other=0	dungeon=32 maze=1 (4,3) spec:map; dungeon=32(ownership)	false
4416	4	map/MarpissaLair/h4404(4,0).map	PVP无名	[823 109006924]	object=109006930 -> monster=403 level=42 ref=ActionObject/Map/Cataclysm/Alflaylah/MarpissaLair/Coffin/SC_Coffin.obj; object=109006930 -> monster=403 level=42 ref=ActionObject/Map/Cataclysm/Alflaylah/MarpissaLair/Coffin/SC_Coffin.obj; object=109006930 -> monster=403 level=42 ref=ActionObject/Map/Cataclysm/Alflaylah/MarpissaLair/Coffin/SC_Coffin.obj	presentation=0/declared=2/scripted=4/other=0	dungeon=32(ownership)	false
4417	4	map/MarpissaLair/h4405(5,2).map	PVP无名	[823]	object=109006930 -> monster=420 level=42 ref=ActionObject/Map/Cataclysm/Alflaylah/MarpissaLair/Coffin/SC_Coffin.obj; object=109006930 -> monster=420 level=42 ref=ActionObject/Map/Cataclysm/Alflaylah/MarpissaLair/Coffin/SC_Coffin.obj; object=109006930 -> monster=420 level=42 ref=ActionObject/Map/Cataclysm/Alflaylah/MarpissaLair/Coffin/SC_Coffin.obj	presentation=0/declared=2/scripted=3/other=0	dungeon=32(ownership)	false
4418	4	map/MarpissaLair/h4406(5,3).map	PVP无名	[822 823]	object=109006930 -> monster=420 level=42 ref=ActionObject/Map/Cataclysm/Alflaylah/MarpissaLair/Coffin/SC_Coffin.obj; object=109006930 -> monster=420 level=42 ref=ActionObject/Map/Cataclysm/Alflaylah/MarpissaLair/Coffin/SC_Coffin.obj; object=109006930 -> monster=420 level=42 ref=ActionObject/Map/Cataclysm/Alflaylah/MarpissaLair/Coffin/SC_Coffin.obj	presentation=0/declared=3/scripted=3/other=0	dungeon=32(ownership)	false
4419	4	map/MarpissaLair/h4407(4,4).map	PVP无名	[822 823 109006924]	object=109006930 -> monster=420 level=42 ref=ActionObject/Map/Cataclysm/Alflaylah/MarpissaLair/Coffin/SC_Coffin.obj; object=109006930 -> monster=420 level=42 ref=ActionObject/Map/Cataclysm/Alflaylah/MarpissaLair/Coffin/SC_Coffin.obj; object=109006930 -> monster=420 level=42 ref=ActionObject/Map/Cataclysm/Alflaylah/MarpissaLair/Coffin/SC_Coffin.obj	presentation=0/declared=3/scripted=4/other=0	dungeon=32(ownership)	false
4420	4	map/MarpissaLair/b4401(5,2).map	PVP无名	[819]	object=109006930 -> monster=420 level=42 ref=ActionObject/Map/Cataclysm/Alflaylah/MarpissaLair/Coffin/SC_Coffin.obj; object=109006930 -> monster=420 level=42 ref=ActionObject/Map/Cataclysm/Alflaylah/MarpissaLair/Coffin/SC_Coffin.obj; object=109006930 -> monster=420 level=42 ref=ActionObject/Map/Cataclysm/Alflaylah/MarpissaLair/Coffin/SC_Coffin.obj	presentation=0/declared=2/scripted=3/other=0	dungeon=32(ownership)	false
4421	4	map/MarpissaLair/b4402(5,3).map	PVP无名	[819]	object=109006930 -> monster=420 level=42 ref=ActionObject/Map/Cataclysm/Alflaylah/MarpissaLair/Coffin/SC_Coffin.obj; object=109006930 -> monster=420 level=42 ref=ActionObject/Map/Cataclysm/Alflaylah/MarpissaLair/Coffin/SC_Coffin.obj; object=109006930 -> monster=420 level=42 ref=ActionObject/Map/Cataclysm/Alflaylah/MarpissaLair/Coffin/SC_Coffin.obj	presentation=0/declared=2/scripted=3/other=0	dungeon=32 maze=1 (5,3) spec:boss; dungeon=32(ownership)	false
4422	4	map/MarpissaLair/b4403(4,4).map	PVP无名	[819 109006924]	object=109006930 -> monster=420 level=42 ref=ActionObject/Map/Cataclysm/Alflaylah/MarpissaLair/Coffin/SC_Coffin.obj; object=109006930 -> monster=420 level=42 ref=ActionObject/Map/Cataclysm/Alflaylah/MarpissaLair/Coffin/SC_Coffin.obj; object=109006930 -> monster=420 level=42 ref=ActionObject/Map/Cataclysm/Alflaylah/MarpissaLair/Coffin/SC_Coffin.obj	presentation=0/declared=2/scripted=4/other=0	dungeon=32(ownership)	false
4423	4	map/MarpissaLair/apc(1,1).map	PVP无名	[821 822 109006924]	object=109006930 -> monster=403 level=41 ref=ActionObject/Map/Cataclysm/Alflaylah/MarpissaLair/Coffin/SC_Coffin.obj	presentation=0/declared=2/scripted=2/other=0	dungeon=32 maze=1 (1,1) spec:map; dungeon=32(ownership)	false
4424	4	map/MarpissaLair/apc(1,2).map	PVP无名	[109006923]	object=109006930 -> monster=403 level=41 ref=ActionObject/Map/Cataclysm/Alflaylah/MarpissaLair/Coffin/SC_Coffin.obj	presentation=0/declared=1/scripted=2/other=0	dungeon=32(ownership)	false
